"","No_data"
"1700020N01Rik",1.47569754593364
"AA926063",2.1137471538676
"AABR07000147.1",1.16201065494042
"AABR07000156.1",2.51679287637896
"AABR07000158.1",1.64770705851988
"AABR07000173.1",1.33310394426925
"AABR07000200.1",1.17619644577965
"AABR07000382.1",2.49071458152637
"AABR07000385.2",1.95930764153792
"AABR07000398.1",3.5657273499601
"AABR07000433.1",1.20071343656478
"AABR07000452.1",1.04867571474141
"AABR07000484.1",1.14611544754444
"AABR07000493.1",1.34667392036042
"AABR07000740.2",1.59335713469387
"AABR07000747.1",1.13700517325678
"AABR07000765.2",2.08182021589233
"AABR07000978.1",2.42718072825084
"AABR07000989.1",5.99170659767657
"AABR07001099.1",2.24141126147443
"AABR07001099.2",2.32335676051804
"AABR07001348.1",2.02556156797605
"AABR07001358.1",1.1945598292444
"AABR07001382.1",3.52591961963236
"AABR07001435.1",7.76980903517592
"AABR07001444.1",2.77622254255805
"AABR07001452.1",1.89084394203031
"AABR07001493.1",1.73701834771888
"AABR07001497.1",1.39304285019049
"AABR07001512.1",6.13661726360951
"AABR07001519.1",1.95642858786748
"AABR07001573.1",1.46559228805573
"AABR07001592.2",2.51412296948757
"AABR07001599.1",3.59066088504225
"AABR07001610.1",1.68424936037958
"AABR07001634.1",3.19584502458403
"AABR07001662.1",4.91769733725473
"AABR07001700.1",2.05594010137294
"AABR07001734.1",4.43894458037228
"AABR07001799.1",0.879520118211908
"AABR07001807.1",2.60837116002965
"AABR07001896.1",4.86307508476254
"AABR07001905.2",2.90461053216429
"AABR07001910.1",3.34186912604908
"AABR07001923.1",6.96919173321686
"AABR07001926.1",2.34803741599799
"AABR07001926.2",1.66326468650371
"AABR07001926.3",6.50871208882491
"AABR07001929.1",2.29724058558751
"AABR07001942.1",1.58719916811616
"AABR07002247.1",4.21891820760258
"AABR07002258.1",1.59033581425486
"AABR07002337.1",1.95432788036755
"AABR07002351.2",2.24946872917678
"AABR07002564.1",6.38262382405333
"AABR07002674.1",4.45158844866748
"AABR07002898.1",2.07291037961289
"AABR07003235.1",1.2740612695954
"AABR07004812.2",4.56545642796151
"AABR07005569.1",4.19722819477649
"AABR07005581.1",1.90958686335088
"AABR07006333.1",5.41719793233199
"AABR07007385.1",5.18156681503419
"AABR07007997.1",5.34362051002111
"AABR07008293.3",3.22124457339752
"AABR07008420.1",1.12825795444912
"AABR07008439.1",1.0333763831287
"AABR07008608.1",1.91718916343485
"AABR07008670.1",3.34925306030869
"AABR07008681.1",2.21439471503504
"AABR07009106.1",0.791132022644946
"AABR07009834.1",3.3666104457584
"AABR07010030.1",3.47022384378686
"AABR07010030.2",6.04132591072219
"AABR07010061.1",0.79879752304245
"AABR07010502.1",2.30116748066577
"AABR07010563.1",2.85263284480456
"AABR07010609.1",3.97819660556915
"AABR07010672.1",1.11541171018673
"AABR07010682.1",2.75705515817062
"AABR07010705.1",4.68210569329321
"AABR07011733.1",4.50109169281586
"AABR07011857.1",2.29555241455725
"AABR07012039.1",1.13552522301668
"AABR07012100.2",1.55991063269722
"AABR07012475.2",1.5806799210027
"AABR07012583.2",2.46075457280545
"AABR07013065.1",2.992351014042
"AABR07013123.1",2.26450915363469
"AABR07013288.4",3.78606692971735
"AABR07014289.1",4.20947459404714
"AABR07014804.1",3.2312648144749
"AABR07014855.1",5.37460170216683
"AABR07014974.1",1.39166511187431
"AABR07015165.1",2.09991815592528
"AABR07015639.1",2.17045883507259
"AABR07015729.1",1.39654463114837
"AABR07016141.1",1.23858144231876
"AABR07017046.1",1.79900152394275
"AABR07017200.1",1.80813524942595
"AABR07017237.2",3.67621378548667
"AABR07018132.1",6.21835199988676
"AABR07018273.2",2.54113352173812
"AABR07018857.1",4.73779069331554
"AABR07020537.1",2.25972173898412
"AABR07021547.1",1.26325590675943
"AABR07021590.1",2.1071660312652
"AABR07021840.1",2.2400389373275
"AABR07021955.1",2.70983524829376
"AABR07024757.1",1.93022690081238
"AABR07024908.1",1.07247039753084
"AABR07025140.1",1.8914307732675
"AABR07025316.1",5.10838888756505
"AABR07025757.1",5.10021405316773
"AABR07026291.1",2.81865868956683
"AABR07026294.1",2.81732866366821
"AABR07026300.1",0.703252340275482
"AABR07026311.1",5.88445069204976
"AABR07026557.2",0.714918078455285
"AABR07026893.1",3.96017221043124
"AABR07027212.1",4.53217956656755
"AABR07027306.1",1.46905570711119
"AABR07027394.2",4.20339865421326
"AABR07027575.1",5.4368029746296
"AABR07027693.1",1.74589225253486
"AABR07027753.2",5.50097074951765
"AABR07027753.3",3.00171859444569
"AABR07027753.4",5.26887471362214
"AABR07027854.1",4.12799273093494
"AABR07027870.2",1.39882777437347
"AABR07028185.1",4.78088342503744
"AABR07028414.1",3.13699225532754
"AABR07028491.1",0.98263901461993
"AABR07028615.1",1.37298958524153
"AABR07028769.1",1.80658202311663
"AABR07028776.1",1.17648041503247
"AABR07028805.1",3.43012131855083
"AABR07028872.1",1.3139258867327
"AABR07028902.1",1.35276791394688
"AABR07030162.1",0.714153031725665
"AABR07030603.1",6.80458641859881
"AABR07030647.1",2.05171180896054
"AABR07030791.1",1.98755780513621
"AABR07031480.1",1.60421152561765
"AABR07031494.1",2.4832135436735
"AABR07031756.1",2.89084366830827
"AABR07031756.2",4.68156189102662
"AABR07032135.1",0.980539567083152
"AABR07033318.1",1.26489396184084
"AABR07033540.1",3.97485465655876
"AABR07033666.1",3.34316565144084
"AABR07033757.1",1.21927945409904
"AABR07034098.1",5.46324500622914
"AABR07034262.1",7.21882048893427
"AABR07034393.1",3.27282711085092
"AABR07034573.3",2.5967888062747
"AABR07034592.1",2.40004879096553
"AABR07034730.1",2.74298230849076
"AABR07034833.2",2.34586187324592
"AABR07034940.2",4.02302207580998
"AABR07035338.1",1.14056706119266
"AABR07035832.1",3.77161235394593
"AABR07036007.1",1.59937060638155
"AABR07036019.1",2.2668016960036
"AABR07036331.2",1.90679793425187
"AABR07036336.1",2.63662782098428
"AABR07036855.1",3.76920107579249
"AABR07037395.1",3.4930406000108
"AABR07037528.1",3.23375092059506
"AABR07037645.1",2.25566713919691
"AABR07038567.1",3.13600654071797
"AABR07038849.2",1.18824601491697
"AABR07039234.1",4.49392222764351
"AABR07040624.1",3.1081882876458
"AABR07040847.1",5.72696529992515
"AABR07041096.1",1.7384893444486
"AABR07042611.1",3.4991962994793
"AABR07042821.1",7.00173839919285
"AABR07043098.1",1.30344008686296
"AABR07043169.1",1.00150234674133
"AABR07043190.1",1.14099603239445
"AABR07043347.1",4.92953070824429
"AABR07043389.1",1.22116562445402
"AABR07043421.1",2.97332559523496
"AABR07043445.1",1.92851847228915
"AABR07043453.1",2.57656242338357
"AABR07043510.1",3.49369783765461
"AABR07044362.1",1.4166984955295
"AABR07044362.4",2.07485164730502
"AABR07044366.1",3.45368272846645
"AABR07044925.1",2.01178491443114
"AABR07045307.1",5.69845914920047
"AABR07046628.1",2.11555568931445
"AABR07047011.1",2.12601108482203
"AABR07047219.1",1.84928271358394
"AABR07047771.1",2.4590767721961
"AABR07047789.1",1.98082601968633
"AABR07048228.1",2.10037946380067
"AABR07048305.1",1.29126300377826
"AABR07048698.1",2.51742221654433
"AABR07049223.1",0.915140016265143
"AABR07049554.1",1.24927028578281
"AABR07049579.2",1.16871798519852
"AABR07049695.3",2.54511638874623
"AABR07049755.1",1.89711563970577
"AABR07049769.2",1.26002025789351
"AABR07049773.2",4.52944067752164
"AABR07050545.1",1.11323275481743
"AABR07051177.1",2.91127578200102
"AABR07051376.2",0.694691491678253
"AABR07051787.1",2.61920188534042
"AABR07051947.1",3.82142318586499
"AABR07052519.1",2.33060041851855
"AABR07052897.1",2.02480877390566
"AABR07052897.2",4.07120588174773
"AABR07053136.1",1.04253899261714
"AABR07053179.1",2.76582661191382
"AABR07053500.2",1.0697101412152
"AABR07053681.1",1.99214863184006
"AABR07053687.1",1.45551781973822
"AABR07053749.2",3.13086961322725
"AABR07054266.1",2.21085821749235
"AABR07054400.1",2.20407683721155
"AABR07054578.1",4.46715874258205
"AABR07055776.1",2.07590985628353
"AABR07055917.1",3.95251381322062
"AABR07055919.1",3.4608896757977
"AABR07055919.2",4.04512220459014
"AABR07056422.1",0.693574433143072
"AABR07056730.1",1.43662575882992
"AABR07056845.1",4.39378858440763
"AABR07057190.1",5.37457205930498
"AABR07057491.1",2.63014481684129
"AABR07057495.1",1.03082519641753
"AABR07057961.1",3.76326055877951
"AABR07058158.1",1.37128822215593
"AABR07058410.1",2.18511992719298
"AABR07058464.1",4.88947487195962
"AABR07058699.2",4.10077901278108
"AABR07058788.4",1.68387413449755
"AABR07058884.2",2.43374123480947
"AABR07058886.1",2.13678092622132
"AABR07058976.1",7.00187559725931
"AABR07058998.1",1.51739592983417
"AABR07059168.2",1.75124957268161
"AABR07059243.1",1.04270885147407
"AABR07059663.1",2.94692915677125
"AABR07059891.1",5.27173450907611
"AABR07060133.1",1.00340806909369
"AABR07060519.1",0.82246803400268
"AABR07060588.2",1.28689967580648
"AABR07061378.1",6.24857298005469
"AABR07061825.2",1.36690804490361
"AABR07061902.1",3.28429330746602
"AABR07062799.1",1.12326929416153
"AABR07062799.2",1.53761030250628
"AABR07063829.2",3.47076114033796
"AABR07063893.1",3.4586873784463
"AABR07064253.1",1.43413403744536
"AABR07064257.1",4.74379147288276
"AABR07064590.1",3.24946748571877
"AABR07064804.1",1.04152965494169
"AABR07064873.1",0.809279617858952
"AABR07064980.1",0.71974356073293
"AABR07065406.1",5.54787542072635
"AABR07065406.2",4.59885165771407
"AABR07065438.1",4.77610659952057
"AABR07065485.1",1.625597184489
"AABR07065602.1",1.09156056058886
"AABR07065740.1",1.38073004212764
"AABR07066180.1",2.64086896102669
"AABR07066416.1",1.36899381837797
"AABR07066693.1",2.36670787244023
